id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
8265;Exequiel Fernández;Monday;11:00;P31;84.71;14.36;250.6;60.6;4;2;20
8266;Exequiel Fernández;Monday;11:15;P31;95.06;12.8;281.2;91.2;4;2;20
8267;Exequiel Fernández;Monday;11:30;P31;103.46;11.76;306.1;116.1;5;2;20
8268;Exequiel Fernández;Monday;11:45;P31;114.76;10.6;339.5;149.5;5;2;20
8269;Exequiel Fernández;Monday;12:00;P31;109.15;11.15;322.9;132.9;5;2;20
8270;Exequiel Fernández;Monday;12:15;P31;122.12;9.96;361.3;171.3;5;2;20
8271;Exequiel Fernández;Monday;12:30;P31;150.4;8.09;445;255;5;2;20
8272;Exequiel Fernández;Monday;12:45;P31;156.14;7.79;462;272;5;2;20
8273;Exequiel Fernández;Monday;13:00;P31;153.14;7.95;453.1;263.1;5;2;20
8274;Exequiel Fernández;Monday;13:15;P31;154.73;7.86;457.8;267.8;5;2;20
8275;Exequiel Fernández;Monday;13:30;P31;137.4;8.86;406.5;216.5;5;2;20
8276;Exequiel Fernández;Monday;13:45;P31;133.93;9.09;396.3;206.3;5;2;20
8277;Exequiel Fernández;Monday;14:00;P31;152.93;7.96;452.5;262.5;5;2;20
8278;Exequiel Fernández;Monday;14:15;P31;127;9.58;375.7;185.7;5;2;20
8279;Exequiel Fernández;Monday;14:30;P31;100.36;12.12;296.9;106.9;5;2;20
8280;Exequiel Fernández;Monday;14:45;P31;102.71;11.85;303.9;113.9;5;2;20
8281;Exequiel Fernández;Monday;15:00;P31;111.64;10.9;330.3;140.3;5;2;20
8282;Exequiel Fernández;Monday;15:15;P31;90.86;13.39;268.8;78.8;4;2;20
8283;Exequiel Fernández;Monday;15:30;P31;94.12;12.93;278.5;88.5;4;2;20
8284;Exequiel Fernández;Monday;15:45;P31;83;14.66;245.6;55.6;4;2;20
8285;Exequiel Fernández;Monday;16:00;P31;83.38;14.59;246.7;56.7;4;2;20
8286;Exequiel Fernández;Monday;16:15;P31;86.67;14.04;256.4;66.4;4;2;20
8287;Exequiel Fernández;Monday;16:30;P31;85.54;14.23;253.1;63.1;4;2;20
8288;Exequiel Fernández;Monday;16:45;P31;96.4;12.62;285.2;95.2;4;2;20
8289;Exequiel Fernández;Monday;17:00;P4;93.71;12.98;277.3;87.3;4;2;20
8290;Exequiel Fernández;Monday;17:15;P4;63.94;19.03;189.2;0;2;1;20
8291;Exequiel Fernández;Monday;17:30;P4;67.2;18.11;198.8;8.8;3;1;20
8292;Exequiel Fernández;Monday;17:45;P4;63.29;19.23;187.2;0;2;1;20
8293;Exequiel Fernández;Monday;18:00;P4;67.09;18.14;198.5;8.5;3;1;20
8294;Exequiel Fernández;Monday;18:15;P4;64.75;18.79;191.6;1.6;3;1;20
8295;Exequiel Fernández;Monday;18:30;P4;65.27;18.64;193.1;3.1;3;1;20
8296;Exequiel Fernández;Monday;18:45;P4;67.62;18;200;10;3;1;20
8297;Exequiel Fernández;Monday;19:00;P5;80.75;15.07;238.9;48.9;3;1;20
8298;Exequiel Fernández;Monday;19:15;P5;78.08;15.58;231;41;3;1;20
8299;Exequiel Fernández;Monday;19:30;P5;74.67;16.3;220.9;30.9;3;1;20
8300;Exequiel Fernández;Monday;19:45;P5;74.91;16.24;221.6;31.6;3;1;20
8301;Exequiel Fernández;Monday;20:00;P5;80.54;15.11;238.3;48.3;3;1;20
8302;Exequiel Fernández;Monday;20:15;P5;69.17;17.59;204.6;14.6;3;1;20
8303;Exequiel Fernández;Monday;20:30;P5;63.45;19.18;187.7;0;2;1;20
8304;Exequiel Fernández;Monday;20:45;P5;54.92;22.16;162.5;0;2;1;20
8305;Exequiel Fernández;Monday;21:00;P6;57.33;21.22;169.6;0;2;1;20
8306;Exequiel Fernández;Monday;21:15;P6;60.17;20.22;178;0;2;1;20
8307;Exequiel Fernández;Monday;21:30;P6;64.23;18.94;190;0;3;1;20
8308;Exequiel Fernández;Monday;21:45;P6;63.2;19.25;187;0;2;1;20
8309;Exequiel Fernández;Tuesday;6:30;P8;73.87;16.47;218.5;28.5;3;0;20
8310;Exequiel Fernández;Tuesday;6:45;P8;69.67;17.47;206.1;16.1;3;0;20
8311;Exequiel Fernández;Tuesday;7:00;P31;58.93;20.65;174.4;0;2;0;20
8312;Exequiel Fernández;Tuesday;7:15;P31;63;19.31;186.4;0;2;0;20
8313;Exequiel Fernández;Tuesday;7:30;P1;66.12;18.4;195.6;5.6;3;0;20
8314;Exequiel Fernández;Tuesday;7:45;P1;117.53;10.35;347.7;157.7;5;2;20
8315;Exequiel Fernández;Tuesday;8:00;P1;118.5;10.27;350.6;160.6;5;2;20
8316;Exequiel Fernández;Tuesday;8:15;P1;110.31;11.03;326.4;136.4;5;2;20
8317;Exequiel Fernández;Tuesday;8:30;P1;77.69;15.66;229.8;39.8;3;1;20
8318;Exequiel Fernández;Tuesday;8:45;P1;68.93;17.65;203.9;13.9;3;1;20
8319;Exequiel Fernández;Tuesday;9:00;P2;53.07;22.93;157;0;2;1;20
8320;Exequiel Fernández;Tuesday;9:15;P2;50.79;23.96;150.3;0;2;1;20
8321;Exequiel Fernández;Tuesday;9:30;P2;51.13;23.8;151.3;0;2;1;20
8322;Exequiel Fernández;Tuesday;9:45;P2;57.36;21.21;169.7;0;2;1;20
8323;Exequiel Fernández;Tuesday;10:00;P31;68;17.89;201.2;11.2;3;1;20
8324;Exequiel Fernández;Tuesday;10:15;P31;81.62;14.91;241.5;51.5;4;2;20
8325;Exequiel Fernández;Tuesday;10:30;P31;76.13;15.98;225.2;35.2;3;1;20
8326;Exequiel Fernández;Tuesday;10:45;P31;77.87;15.63;230.4;40.4;3;1;20
8327;Exequiel Fernández;Tuesday;11:00;P31;89.93;13.53;266.1;76.1;4;2;20
8328;Exequiel Fernández;Tuesday;11:15;P31;106.54;11.42;315.2;125.2;5;2;20
8329;Exequiel Fernández;Tuesday;11:30;P31;116.74;10.42;345.4;155.4;5;2;20
8330;Exequiel Fernández;Tuesday;11:45;P31;135.79;8.96;401.7;211.7;5;2;20
8331;Exequiel Fernández;Tuesday;12:00;P31;120.64;10.09;356.9;166.9;5;2;20
8332;Exequiel Fernández;Tuesday;12:15;P31;121.87;9.98;360.6;170.6;5;2;20
8333;Exequiel Fernández;Tuesday;12:30;P31;136.33;8.93;403.4;213.4;5;2;20
8334;Exequiel Fernández;Tuesday;12:45;P31;161.06;7.55;476.5;286.5;5;2;20
8335;Exequiel Fernández;Tuesday;13:00;P31;155;7.85;458.6;268.6;5;2;20
8336;Exequiel Fernández;Tuesday;13:15;P31;143.53;8.48;424.7;234.7;5;2;20
8337;Exequiel Fernández;Tuesday;13:30;P31;145.22;8.38;429.7;239.7;5;2;20
8338;Exequiel Fernández;Tuesday;13:45;P31;131.42;9.26;388.8;198.8;5;2;20
8339;Exequiel Fernández;Tuesday;14:00;P31;140.53;8.66;415.8;225.8;5;2;20
8340;Exequiel Fernández;Tuesday;14:15;P31;120.94;10.06;357.8;167.8;5;2;20
8341;Exequiel Fernández;Tuesday;14:30;P31;118.93;10.23;351.9;161.9;5;2;20
8342;Exequiel Fernández;Tuesday;14:45;P31;110;11.06;325.4;135.4;5;2;20
8343;Exequiel Fernández;Tuesday;15:00;P31;94.44;12.88;279.4;89.4;4;2;20
8344;Exequiel Fernández;Tuesday;15:15;P31;89.92;13.53;266;76;4;2;20
8345;Exequiel Fernández;Tuesday;15:30;P31;83.56;14.56;247.2;57.2;4;2;20
8346;Exequiel Fernández;Tuesday;15:45;P31;78.79;15.44;233.1;43.1;3;1;20
8347;Exequiel Fernández;Tuesday;16:00;P31;80.2;15.17;237.3;47.3;3;1;20
8348;Exequiel Fernández;Tuesday;16:15;P31;89.87;13.54;265.9;75.9;4;2;20
8349;Exequiel Fernández;Tuesday;16:30;P31;85.88;14.17;254.1;64.1;4;2;20
8350;Exequiel Fernández;Tuesday;16:45;P31;79.93;15.22;236.5;46.5;3;1;20
8351;Exequiel Fernández;Tuesday;17:00;P4;81.2;14.99;240.2;50.2;4;2;20
8352;Exequiel Fernández;Tuesday;17:15;P4;61.27;19.86;181.3;0;2;1;20
8353;Exequiel Fernández;Tuesday;17:30;P4;64.47;18.87;190.7;0.7;3;1;20
8354;Exequiel Fernández;Tuesday;17:45;P4;64.25;18.94;190.1;0.1;3;1;20
8355;Exequiel Fernández;Tuesday;18:00;P4;74.71;16.29;221;31;3;1;20
8356;Exequiel Fernández;Tuesday;18:15;P4;77.06;15.79;228;38;3;1;20
8357;Exequiel Fernández;Tuesday;18:30;P4;74.93;16.24;221.7;31.7;3;1;20
8358;Exequiel Fernández;Tuesday;18:45;P4;87.37;13.93;258.5;68.5;4;2;20
8359;Exequiel Fernández;Tuesday;19:00;P5;93.36;13.03;276.2;86.2;4;2;20
8360;Exequiel Fernández;Tuesday;19:15;P5;87.64;13.88;259.3;69.3;4;2;20
8361;Exequiel Fernández;Tuesday;19:30;P5;77.53;15.69;229.4;39.4;3;1;20
8362;Exequiel Fernández;Tuesday;19:45;P5;71.73;16.96;212.2;22.2;3;1;20
8363;Exequiel Fernández;Tuesday;20:00;P5;74.69;16.29;221;31;3;1;20
8364;Exequiel Fernández;Tuesday;20:15;P5;64.53;18.86;190.9;0.9;3;1;20
8365;Exequiel Fernández;Tuesday;20:30;P5;58.07;20.95;171.8;0;2;1;20
8366;Exequiel Fernández;Tuesday;20:45;P5;57.44;21.18;169.9;0;2;1;20
8367;Exequiel Fernández;Tuesday;21:00;P6;68.43;17.78;202.5;12.5;3;1;20
8368;Exequiel Fernández;Tuesday;21:15;P6;67.13;18.13;198.6;8.6;3;1;20
8369;Exequiel Fernández;Tuesday;21:30;P6;52.36;23.24;154.9;0;2;1;20
8370;Exequiel Fernández;Tuesday;21:45;P6;53;22.96;156.8;0;2;1;20
8371;Exequiel Fernández;Wednesday;6:30;P8;65.08;18.7;192.6;2.6;3;0;20
8372;Exequiel Fernández;Wednesday;6:45;P8;74.55;16.32;220.5;30.5;3;0;20
8373;Exequiel Fernández;Wednesday;7:00;P31;53.5;22.74;158.3;0;2;0;20
8374;Exequiel Fernández;Wednesday;7:15;P31;57.08;21.32;168.9;0;2;0;20
8375;Exequiel Fernández;Wednesday;7:30;P1;72.29;16.83;213.9;23.9;3;0;20
8376;Exequiel Fernández;Wednesday;7:45;P1;97.2;12.52;287.6;97.6;4;2;20
8377;Exequiel Fernández;Wednesday;8:00;P1;117.18;10.38;346.7;156.7;5;2;20
8378;Exequiel Fernández;Wednesday;8:15;P1;100.5;12.11;297.3;107.3;5;2;20
8379;Exequiel Fernández;Wednesday;8:30;P1;61.86;19.67;183;0;2;1;20
8380;Exequiel Fernández;Wednesday;8:45;P1;57.92;21.01;171.4;0;2;1;20
8381;Exequiel Fernández;Wednesday;9:00;P2;51.67;23.55;152.9;0;2;1;20
8382;Exequiel Fernández;Wednesday;9:15;P2;50.62;24.04;149.7;0;2;1;20
8383;Exequiel Fernández;Wednesday;9:30;P2;51.62;23.57;152.7;0;2;1;20
8384;Exequiel Fernández;Wednesday;9:45;P2;54.83;22.19;162.2;0;2;1;20
8385;Exequiel Fernández;Wednesday;10:00;P31;62.09;19.6;183.7;0;2;1;20
8386;Exequiel Fernández;Wednesday;10:15;P31;77.38;15.72;228.9;38.9;3;1;20
8387;Exequiel Fernández;Wednesday;10:30;P31;74.69;16.29;221;31;3;1;20
8388;Exequiel Fernández;Wednesday;10:45;P31;82.78;14.7;244.9;54.9;4;2;20
8389;Exequiel Fernández;Wednesday;11:00;P31;78.92;15.42;233.5;43.5;3;1;20
8390;Exequiel Fernández;Wednesday;11:15;P31;100;12.17;295.9;105.9;5;2;20
8391;Exequiel Fernández;Wednesday;11:30;P31;107.6;11.31;318.3;128.3;5;2;20
8392;Exequiel Fernández;Wednesday;11:45;P31;135.91;8.95;402.1;212.1;5;2;20
8393;Exequiel Fernández;Wednesday;12:00;P31;136.73;8.9;404.5;214.5;5;2;20
8394;Exequiel Fernández;Wednesday;12:15;P31;162.42;7.49;480.5;290.5;5;2;20
8395;Exequiel Fernández;Wednesday;12:30;P31;162.67;7.48;481.3;291.3;5;2;20
8396;Exequiel Fernández;Wednesday;12:45;P31;149.92;8.12;443.6;253.6;5;2;20
8397;Exequiel Fernández;Wednesday;13:00;P31;171.73;7.09;508.1;318.1;6;2;20
8398;Exequiel Fernández;Wednesday;13:15;P31;133.75;9.1;395.7;205.7;5;2;20
8399;Exequiel Fernández;Wednesday;13:30;P31;135.5;8.98;400.9;210.9;5;2;20
8400;Exequiel Fernández;Wednesday;13:45;P31;155.73;7.81;460.7;270.7;5;2;20
8401;Exequiel Fernández;Wednesday;14:00;P31;173.08;7.03;512.1;322.1;6;2;20
8402;Exequiel Fernández;Wednesday;14:15;P31;147.25;8.26;435.7;245.7;5;2;20
8403;Exequiel Fernández;Wednesday;14:30;P31;104.71;11.62;309.8;119.8;5;2;20
8404;Exequiel Fernández;Wednesday;14:45;P31;117;10.4;346.2;156.2;5;2;20
8405;Exequiel Fernández;Wednesday;15:00;P31;123.5;9.85;365.4;175.4;5;2;20
8406;Exequiel Fernández;Wednesday;15:15;P31;126.82;9.59;375.2;185.2;5;2;20
8407;Exequiel Fernández;Wednesday;15:30;P31;100.83;12.07;298.3;108.3;5;2;20
8408;Exequiel Fernández;Wednesday;15:45;P31;86.07;14.14;254.6;64.6;4;2;20
8409;Exequiel Fernández;Wednesday;16:00;P31;91.75;13.26;271.4;81.4;4;2;20
8410;Exequiel Fernández;Wednesday;16:15;P31;83.5;14.57;247;57;4;2;20
8411;Exequiel Fernández;Wednesday;16:30;P31;83.69;14.54;247.6;57.6;4;2;20
8412;Exequiel Fernández;Wednesday;16:45;P31;91.08;13.36;269.5;79.5;4;2;20
8413;Exequiel Fernández;Wednesday;17:00;P4;81.46;14.94;241;51;4;2;20
8414;Exequiel Fernández;Wednesday;17:15;P4;64.1;18.98;189.6;0;2;1;20
8415;Exequiel Fernández;Wednesday;17:30;P4;62.8;19.38;185.8;0;2;1;20
8416;Exequiel Fernández;Wednesday;17:45;P4;71.15;17.1;210.5;20.5;3;1;20
8417;Exequiel Fernández;Wednesday;18:00;P4;73.2;16.62;216.6;26.6;3;1;20
8418;Exequiel Fernández;Wednesday;18:15;P4;71.85;16.94;212.6;22.6;3;1;20
8419;Exequiel Fernández;Wednesday;18:30;P4;89.18;13.64;263.9;73.9;4;2;20
8420;Exequiel Fernández;Wednesday;18:45;P4;107.27;11.34;317.4;127.4;5;2;20
8421;Exequiel Fernández;Wednesday;19:00;P5;116.08;10.48;343.4;153.4;5;2;20
8422;Exequiel Fernández;Wednesday;19:15;P5;121.85;9.99;360.5;170.5;5;2;20
8423;Exequiel Fernández;Wednesday;19:30;P5;112.23;10.84;332;142;5;2;20
8424;Exequiel Fernández;Wednesday;19:45;P5;121.4;10.02;359.2;169.2;5;2;20
8425;Exequiel Fernández;Wednesday;20:00;P5;102.92;11.82;304.5;114.5;5;2;20
8426;Exequiel Fernández;Wednesday;20:15;P5;105.71;11.51;312.8;122.8;5;2;20
8427;Exequiel Fernández;Wednesday;20:30;P5;96.89;12.56;286.7;96.7;4;2;20
8428;Exequiel Fernández;Wednesday;20:45;P5;85.8;14.18;253.8;63.8;4;2;20
8429;Exequiel Fernández;Wednesday;21:00;P6;74.11;16.42;219.3;29.3;3;1;20
8430;Exequiel Fernández;Wednesday;21:15;P6;60.79;20.02;179.8;0;2;1;20
8431;Exequiel Fernández;Wednesday;21:30;P6;50.42;24.13;149.2;0;2;1;20
8432;Exequiel Fernández;Wednesday;21:45;P6;55.5;21.92;164.2;0;2;1;20
8433;Exequiel Fernández;Thursday;6:30;P8;65.9;18.46;195;5;3;0;20
8434;Exequiel Fernández;Thursday;6:45;P8;70.78;17.19;209.4;19.4;3;0;20
8435;Exequiel Fernández;Thursday;7:00;P31;71;17.14;210.1;20.1;3;0;20
8436;Exequiel Fernández;Thursday;7:15;P31;63.75;19.09;188.6;0;2;0;20
8437;Exequiel Fernández;Thursday;7:30;P1;67.73;17.97;200.4;10.4;3;0;20
8438;Exequiel Fernández;Thursday;7:45;P1;85.11;14.3;251.8;61.8;4;2;20
8439;Exequiel Fernández;Thursday;8:00;P1;91.78;13.26;271.5;81.5;4;2;20
8440;Exequiel Fernández;Thursday;8:15;P1;68.44;17.78;202.5;12.5;3;1;20
8441;Exequiel Fernández;Thursday;8:30;P1;60.5;20.11;179;0;2;1;20
8442;Exequiel Fernández;Thursday;8:45;P1;65.25;18.65;193;3;3;1;20
8443;Exequiel Fernández;Thursday;9:00;P2;57.36;21.21;169.7;0;2;1;20
8444;Exequiel Fernández;Thursday;9:15;P2;54.87;22.17;162.4;0;2;1;20
8445;Exequiel Fernández;Thursday;9:30;P2;53.2;22.87;157.4;0;2;1;20
8446;Exequiel Fernández;Thursday;9:45;P2;60.33;20.17;178.5;0;2;1;20
8447;Exequiel Fernández;Thursday;10:00;P31;71.91;16.92;212.7;22.7;3;1;20
8448;Exequiel Fernández;Thursday;10:15;P31;76.57;15.89;226.5;36.5;3;1;20
8449;Exequiel Fernández;Thursday;10:30;P31;72.67;16.74;215;25;3;1;20
8450;Exequiel Fernández;Thursday;10:45;P31;76;16.01;224.9;34.9;3;1;20
8451;Exequiel Fernández;Thursday;11:00;P31;76.57;15.89;226.5;36.5;3;1;20
8452;Exequiel Fernández;Thursday;11:15;P31;82.8;14.7;245;55;4;2;20
8453;Exequiel Fernández;Thursday;11:30;P31;106.4;11.44;314.8;124.8;5;2;20
8454;Exequiel Fernández;Thursday;11:45;P31;113;10.77;334.3;144.3;5;2;20
8455;Exequiel Fernández;Thursday;12:00;P31;101.75;11.96;301;111;5;2;20
8456;Exequiel Fernández;Thursday;12:15;P31;110;11.06;325.4;135.4;5;2;20
8457;Exequiel Fernández;Thursday;12:30;P31;118.5;10.27;350.6;160.6;5;2;20
8458;Exequiel Fernández;Thursday;12:45;P31;154.67;7.87;457.6;267.6;5;2;20
8459;Exequiel Fernández;Thursday;13:00;P31;142.42;8.54;421.4;231.4;5;2;20
8460;Exequiel Fernández;Thursday;13:15;P31;165.58;7.35;489.9;299.9;5;2;20
8461;Exequiel Fernández;Thursday;13:30;P31;160.67;7.57;475.3;285.3;5;2;20
8462;Exequiel Fernández;Thursday;13:45;P31;137.23;8.87;406;216;5;2;20
8463;Exequiel Fernández;Thursday;14:00;P31;116.36;10.46;344.3;154.3;5;2;20
8464;Exequiel Fernández;Thursday;14:15;P31;103.4;11.77;305.9;115.9;5;2;20
8465;Exequiel Fernández;Thursday;14:30;P31;82.42;14.76;243.8;53.8;4;2;20
8466;Exequiel Fernández;Thursday;14:45;P31;109.4;11.12;323.7;133.7;5;2;20
8467;Exequiel Fernández;Thursday;15:00;P31;114.58;10.62;339;149;5;2;20
8468;Exequiel Fernández;Thursday;15:15;P31;99.11;12.28;293.2;103.2;5;2;20
8469;Exequiel Fernández;Thursday;15:30;P31;106.14;11.46;314;124;5;2;20
8470;Exequiel Fernández;Thursday;15:45;P31;84.25;14.44;249.3;59.3;4;2;20
8471;Exequiel Fernández;Thursday;16:00;P31;82.5;14.75;244.1;54.1;4;2;20
8472;Exequiel Fernández;Thursday;16:15;P31;83.42;14.59;246.8;56.8;4;2;20
8473;Exequiel Fernández;Thursday;16:30;P31;91.83;13.25;271.7;81.7;4;2;20
8474;Exequiel Fernández;Thursday;16:45;P31;101.58;11.98;300.5;110.5;5;2;20
8475;Exequiel Fernández;Thursday;17:00;P4;83.33;14.6;246.5;56.5;4;2;20
8476;Exequiel Fernández;Thursday;17:15;P4;60.83;20;180;0;2;1;20
8477;Exequiel Fernández;Thursday;17:30;P4;62.58;19.44;185.2;0;2;1;20
8478;Exequiel Fernández;Thursday;17:45;P4;70;17.38;207.1;17.1;3;1;20
8479;Exequiel Fernández;Thursday;18:00;P4;68.9;17.66;203.8;13.8;3;1;20
8480;Exequiel Fernández;Thursday;18:15;P4;78.8;15.44;233.1;43.1;3;1;20
8481;Exequiel Fernández;Thursday;18:30;P4;78;15.6;230.8;40.8;3;1;20
8482;Exequiel Fernández;Thursday;18:45;P4;93.27;13.05;276;86;4;2;20
8483;Exequiel Fernández;Thursday;19:00;P5;103.57;11.75;306.4;116.4;5;2;20
8484;Exequiel Fernández;Thursday;19:15;P5;81.22;14.98;240.3;50.3;4;2;20
8485;Exequiel Fernández;Thursday;19:30;P5;85.27;14.27;252.3;62.3;4;2;20
8486;Exequiel Fernández;Thursday;19:45;P5;88.75;13.71;262.6;72.6;4;2;20
8487;Exequiel Fernández;Thursday;20:00;P5;78.86;15.43;233.3;43.3;3;1;20
8488;Exequiel Fernández;Thursday;20:15;P5;68.11;17.86;201.5;11.5;3;1;20
8489;Exequiel Fernández;Thursday;20:30;P5;66.91;18.19;198;8;3;1;20
8490;Exequiel Fernández;Thursday;20:45;P5;63.38;19.2;187.5;0;2;1;20
8491;Exequiel Fernández;Thursday;21:00;P6;66.91;18.19;198;8;3;1;20
8492;Exequiel Fernández;Thursday;21:15;P6;68.92;17.65;203.9;13.9;3;1;20
8493;Exequiel Fernández;Thursday;21:30;P6;71.5;17.02;211.5;21.5;3;1;20
8494;Exequiel Fernández;Thursday;21:45;P6;64;19.01;189.3;0;2;1;20
8495;Exequiel Fernández;Friday;6:30;P8;67.33;18.07;199.2;9.2;3;0;20
8496;Exequiel Fernández;Friday;6:45;P8;82.27;14.79;243.4;53.4;4;2;20
8497;Exequiel Fernández;Friday;7:00;P31;74.92;16.24;221.7;31.7;3;1;20
8498;Exequiel Fernández;Friday;7:15;P31;66;18.44;195.3;5.3;3;1;20
8499;Exequiel Fernández;Friday;7:30;P1;70.38;17.29;208.2;18.2;3;1;20
8500;Exequiel Fernández;Friday;7:45;P1;88.91;13.69;263;73;4;2;20
8501;Exequiel Fernández;Friday;8:00;P1;101.33;12.01;299.8;109.8;5;2;20
8502;Exequiel Fernández;Friday;8:15;P1;105.92;11.49;313.4;123.4;5;2;20
8503;Exequiel Fernández;Friday;8:30;P1;69.83;17.42;206.6;16.6;3;1;20
8504;Exequiel Fernández;Friday;8:45;P1;53;22.96;156.8;0;2;1;20
8505;Exequiel Fernández;Friday;9:00;P2;56.17;21.66;166.2;0;2;1;20
8506;Exequiel Fernández;Friday;9:15;P2;51.91;23.44;153.6;0;2;1;20
8507;Exequiel Fernández;Friday;9:30;P2;52.57;23.15;155.5;0;2;1;20
8508;Exequiel Fernández;Friday;9:45;P2;55.75;21.83;164.9;0;2;1;20
8509;Exequiel Fernández;Friday;10:00;P31;59.83;20.34;177;0;2;1;20
8510;Exequiel Fernández;Friday;10:15;P31;72.75;16.73;215.2;25.2;3;1;20
8511;Exequiel Fernández;Friday;10:30;P31;75.64;16.09;223.8;33.8;3;1;20
8512;Exequiel Fernández;Friday;10:45;P31;77.36;15.73;228.9;38.9;3;1;20
8513;Exequiel Fernández;Friday;11:00;P31;94.45;12.88;279.5;89.5;4;2;20
8514;Exequiel Fernández;Friday;11:15;P31;138.25;8.8;409;219;5;2;20
8515;Exequiel Fernández;Friday;11:30;P31;132.45;9.19;391.9;201.9;5;2;20
8516;Exequiel Fernández;Friday;11:45;P31;123.92;9.82;366.6;176.6;5;2;20
8517;Exequiel Fernández;Friday;12:00;P31;151.75;8.02;449;259;5;2;20
8518;Exequiel Fernández;Friday;12:15;P31;184.62;6.59;546.2;356.2;6;2;20
8519;Exequiel Fernández;Friday;12:30;P31;197;6.18;582.8;392.8;6;2;20
8520;Exequiel Fernández;Friday;12:45;P31;176.7;6.89;522.8;332.8;6;2;20
8521;Exequiel Fernández;Friday;13:00;P31;210.83;5.77;623.8;433.8;6;2;20
8522;Exequiel Fernández;Friday;13:15;P31;217.64;5.59;643.9;453.9;6;2;20
8523;Exequiel Fernández;Friday;13:30;P31;201.17;6.05;595.2;405.2;6;2;20
8524;Exequiel Fernández;Friday;13:45;P31;218.08;5.58;645.2;455.2;6;2;20
8525;Exequiel Fernández;Friday;14:00;P31;242.15;5.02;716.4;526.4;6;2;20
8526;Exequiel Fernández;Friday;14:15;P31;230.33;5.28;681.5;491.5;6;2;20
8527;Exequiel Fernández;Friday;14:30;P31;188.2;6.47;556.8;366.8;6;2;20
8528;Exequiel Fernández;Friday;14:45;P31;220.7;5.51;653;463;6;2;20
8529;Exequiel Fernández;Friday;15:00;P31;174.31;6.98;515.7;325.7;6;2;20
8530;Exequiel Fernández;Friday;15:15;P31;174;6.99;514.8;324.8;6;2;20
8531;Exequiel Fernández;Friday;15:30;P31;138.33;8.8;409.3;219.3;5;2;20
8532;Exequiel Fernández;Friday;15:45;P31;97.85;12.44;289.5;99.5;4;2;20
8533;Exequiel Fernández;Friday;16:00;P31;96.45;12.62;285.4;95.4;4;2;20
8534;Exequiel Fernández;Friday;16:15;P31;93.92;12.96;277.9;87.9;4;2;20
8535;Exequiel Fernández;Friday;16:30;P31;97.77;12.45;289.3;99.3;4;2;20
8536;Exequiel Fernández;Friday;16:45;P31;122.3;9.95;361.8;171.8;5;2;20
8537;Exequiel Fernández;Friday;17:00;P4;108.82;11.18;321.9;131.9;5;2;20
8538;Exequiel Fernández;Friday;17:15;P4;65.36;18.62;193.4;3.4;3;1;20
8539;Exequiel Fernández;Friday;17:30;P4;62.2;19.56;184;0;2;1;20
8540;Exequiel Fernández;Friday;17:45;P4;74.31;16.38;219.8;29.8;3;1;20
8541;Exequiel Fernández;Friday;18:00;P4;80.23;15.17;237.4;47.4;3;1;20
8542;Exequiel Fernández;Friday;18:15;P4;120.9;10.06;357.7;167.7;5;2;20
8543;Exequiel Fernández;Friday;18:30;P4;97.25;12.51;287.7;97.7;4;2;20
8544;Exequiel Fernández;Friday;18:45;P4;112.85;10.78;333.9;143.9;5;2;20
8545;Exequiel Fernández;Friday;19:00;P5;118.85;10.24;351.6;161.6;5;2;20
8546;Exequiel Fernández;Friday;19:15;P5;130.64;9.31;386.5;196.5;5;2;20
8547;Exequiel Fernández;Friday;19:30;P5;128.64;9.46;380.6;190.6;5;2;20
8548;Exequiel Fernández;Friday;19:45;P5;89.73;13.56;265.5;75.5;4;2;20
8549;Exequiel Fernández;Friday;20:00;P5;72.64;16.75;214.9;24.9;3;1;20
8550;Exequiel Fernández;Friday;20:15;P5;74.08;16.43;219.2;29.2;3;1;20
8551;Exequiel Fernández;Friday;20:30;P5;64.8;18.78;191.7;1.7;3;1;20
8552;Exequiel Fernández;Friday;20:45;P5;64.73;18.8;191.5;1.5;3;1;20
8553;Exequiel Fernández;Friday;21:00;P6;63.27;19.23;187.2;0;2;1;20
8554;Exequiel Fernández;Friday;21:15;P6;67.22;18.1;198.9;8.9;3;1;20
8555;Exequiel Fernández;Friday;21:30;P6;61.92;19.65;183.2;0;2;1;20
8556;Exequiel Fernández;Friday;21:45;P6;53.14;22.9;157.2;0;2;1;20
8557;Exequiel Fernández;Saturday;6:30;P8;58.5;20.8;173.1;0;2;0;20
8558;Exequiel Fernández;Saturday;6:45;P8;56.57;21.51;167.4;0;2;0;20
8559;Exequiel Fernández;Saturday;7:00;P8;59.53;20.44;176.1;0;2;0;20
8560;Exequiel Fernández;Saturday;7:15;P8;57;21.35;168.6;0;2;0;20
8561;Exequiel Fernández;Saturday;7:30;P8;62.53;19.46;185;0;2;0;20
8562;Exequiel Fernández;Saturday;7:45;P8;58.69;20.73;173.6;0;2;0;20
8563;Exequiel Fernández;Saturday;8:00;P8;56.19;21.66;166.2;0;2;0;20
8564;Exequiel Fernández;Saturday;8:15;P8;58.92;20.65;174.3;0;2;0;20
8565;Exequiel Fernández;Saturday;8:30;P8;60.56;20.09;179.2;0;2;0;20
8566;Exequiel Fernández;Saturday;8:45;P8;64.5;18.87;190.8;0.8;3;0;20
