id;calle_principal;dia;hora;plan;tiempo;velocidad;tiempo_entre_largo;DCA;nivel_congestion;infeccion;id_arco_id
24527;José Domingo Cañas;Thursday;15:30;P31;137.93;9.92;363;173;5;2;57
24528;José Domingo Cañas;Thursday;15:45;P31;202.33;6.76;532.5;342.5;6;2;57
24529;José Domingo Cañas;Thursday;16:00;P31;106.83;12.8;281.1;91.1;4;2;57
24530;José Domingo Cañas;Thursday;16:15;P31;71.92;19.02;189.3;0;2;1;57
24531;José Domingo Cañas;Thursday;16:30;P31;69.92;19.57;184;0;2;1;57
24532;José Domingo Cañas;Thursday;16:45;P31;77.75;17.59;204.6;14.6;3;1;57
24533;José Domingo Cañas;Thursday;17:00;P4;78.75;17.37;207.2;17.2;3;1;57
24534;José Domingo Cañas;Thursday;17:15;P4;118.08;11.59;310.7;120.7;5;2;57
24535;José Domingo Cañas;Thursday;17:30;P4;175.33;7.8;461.4;271.4;5;2;57
24536;José Domingo Cañas;Thursday;17:45;P4;112.7;12.14;296.6;106.6;5;2;57
24537;José Domingo Cañas;Thursday;18:00;P4;88.4;15.48;232.6;42.6;3;1;57
24538;José Domingo Cañas;Thursday;18:15;P4;106.3;12.87;279.7;89.7;4;2;57
24539;José Domingo Cañas;Thursday;18:30;P4;106;12.91;278.9;88.9;4;2;57
24540;José Domingo Cañas;Thursday;18:45;P4;138.09;9.91;363.4;173.4;5;2;57
24541;José Domingo Cañas;Thursday;19:00;P5;118.71;11.52;312.4;122.4;5;2;57
24542;José Domingo Cañas;Thursday;19:15;P5;87.67;15.6;230.7;40.7;3;1;57
24543;José Domingo Cañas;Thursday;19:30;P5;72.82;18.79;191.6;1.6;3;1;57
24544;José Domingo Cañas;Thursday;19:45;P5;83.38;16.41;219.4;29.4;3;1;57
24545;José Domingo Cañas;Thursday;20:00;P5;78.07;17.52;205.5;15.5;3;1;57
24546;José Domingo Cañas;Thursday;20:15;P5;76.67;17.84;201.8;11.8;3;1;57
24547;José Domingo Cañas;Thursday;20:30;P5;74.64;18.33;196.4;6.4;3;1;57
24548;José Domingo Cañas;Thursday;20:45;P5;76.46;17.89;201.2;11.2;3;1;57
24549;José Domingo Cañas;Thursday;21:00;P6;69.91;19.57;184;0;2;1;57
24550;José Domingo Cañas;Thursday;21:15;P6;68.46;19.98;180.2;0;2;1;57
24551;José Domingo Cañas;Thursday;21:30;P6;67.92;20.14;178.7;0;2;1;57
24552;José Domingo Cañas;Thursday;21:45;P6;68.09;20.09;179.2;0;2;1;57
24553;José Domingo Cañas;Friday;6:30;P8;44.67;30.63;117.5;0;2;0;57
24554;José Domingo Cañas;Friday;6:45;P8;46;29.74;121.1;0;2;0;57
24555;José Domingo Cañas;Friday;7:00;P31;60.85;22.48;160.1;0;2;0;57
24556;José Domingo Cañas;Friday;7:15;P31;81.15;16.86;213.6;23.6;3;0;57
24557;José Domingo Cañas;Friday;7:30;P1;101.23;13.51;266.4;76.4;4;2;57
24558;José Domingo Cañas;Friday;7:45;P1;138.45;9.88;364.4;174.4;5;2;57
24559;José Domingo Cañas;Friday;8:00;P1;179.92;7.6;473.5;283.5;5;2;57
24560;José Domingo Cañas;Friday;8:15;P1;153.42;8.92;403.7;213.7;5;2;57
24561;José Domingo Cañas;Friday;8:30;P1;146.83;9.32;386.4;196.4;5;2;57
24562;José Domingo Cañas;Friday;8:45;P1;136.45;10.03;359.1;169.1;5;2;57
24563;José Domingo Cañas;Friday;9:00;P2;125;10.94;328.9;138.9;5;2;57
24564;José Domingo Cañas;Friday;9:15;P2;67.64;20.23;178;0;2;1;57
24565;José Domingo Cañas;Friday;9:30;P2;69;19.83;181.6;0;2;1;57
24566;José Domingo Cañas;Friday;9:45;P2;79.92;17.12;210.3;20.3;3;1;57
24567;José Domingo Cañas;Friday;10:00;P31;85.17;16.06;224.1;34.1;3;1;57
24568;José Domingo Cañas;Friday;10:15;P31;87.5;15.63;230.3;40.3;3;1;57
24569;José Domingo Cañas;Friday;10:30;P31;89.64;15.26;235.9;45.9;3;1;57
24570;José Domingo Cañas;Friday;10:45;P31;85.43;16.01;224.8;34.8;3;1;57
24571;José Domingo Cañas;Friday;11:00;P31;71.36;19.17;187.8;0;2;1;57
24572;José Domingo Cañas;Friday;11:15;P31;67.08;20.39;176.5;0;2;1;57
24573;José Domingo Cañas;Friday;11:30;P31;61.82;22.13;162.7;0;2;1;57
24574;José Domingo Cañas;Friday;11:45;P31;61.67;22.18;162.3;0;2;1;57
24575;José Domingo Cañas;Friday;12:00;P31;63;21.71;165.8;0;2;1;57
24576;José Domingo Cañas;Friday;12:15;P31;71.31;19.18;187.7;0;2;1;57
24577;José Domingo Cañas;Friday;12:30;P31;75.54;18.11;198.8;8.8;3;1;57
24578;José Domingo Cañas;Friday;12:45;P31;81.4;16.81;214.2;24.2;3;1;57
24579;José Domingo Cañas;Friday;13:00;P31;118.58;11.54;312.1;122.1;5;2;57
24580;José Domingo Cañas;Friday;13:15;P31;136.27;10.04;358.6;168.6;5;2;57
24581;José Domingo Cañas;Friday;13:30;P31;82.25;16.63;216.4;26.4;3;1;57
24582;José Domingo Cañas;Friday;13:45;P31;70.23;19.48;184.8;0;2;1;57
24583;José Domingo Cañas;Friday;14:00;P31;77.77;17.59;204.7;14.7;3;1;57
24584;José Domingo Cañas;Friday;14:15;P31;75.78;18.05;199.4;9.4;3;1;57
24585;José Domingo Cañas;Friday;14:30;P31;67.27;20.34;177;0;2;1;57
24586;José Domingo Cañas;Friday;14:45;P31;65.4;20.92;172.1;0;2;1;57
24587;José Domingo Cañas;Friday;15:00;P31;61.62;22.2;162.1;0;2;1;57
24588;José Domingo Cañas;Friday;15:15;P31;77.55;17.64;204.1;14.1;3;1;57
24589;José Domingo Cañas;Friday;15:30;P31;104.67;13.07;275.4;85.4;4;2;57
24590;José Domingo Cañas;Friday;15:45;P31;142.15;9.62;374.1;184.1;5;2;57
24591;José Domingo Cañas;Friday;16:00;P31;74;18.49;194.7;4.7;3;1;57
24592;José Domingo Cañas;Friday;16:15;P31;62.08;22.04;163.4;0;2;1;57
24593;José Domingo Cañas;Friday;16:30;P31;68;20.12;178.9;0;2;1;57
24594;José Domingo Cañas;Friday;16:45;P31;74.3;18.41;195.5;5.5;3;1;57
24595;José Domingo Cañas;Friday;17:00;P4;80.82;16.93;212.7;22.7;3;1;57
24596;José Domingo Cañas;Friday;17:15;P4;106.71;12.82;280.8;90.8;4;2;57
24597;José Domingo Cañas;Friday;17:30;P4;96.2;14.22;253.2;63.2;4;2;57
24598;José Domingo Cañas;Friday;17:45;P4;127.54;10.73;335.6;145.6;5;2;57
24599;José Domingo Cañas;Friday;18:00;P4;104.85;13.05;275.9;85.9;4;2;57
24600;José Domingo Cañas;Friday;18:15;P4;127.2;10.75;334.7;144.7;5;2;57
24601;José Domingo Cañas;Friday;18:30;P4;130;10.52;342.1;152.1;5;2;57
24602;José Domingo Cañas;Friday;18:45;P4;145.08;9.43;381.8;191.8;5;2;57
24603;José Domingo Cañas;Friday;19:00;P5;143.69;9.52;378.1;188.1;5;2;57
24604;José Domingo Cañas;Friday;19:15;P5;103.27;13.25;271.8;81.8;4;2;57
24605;José Domingo Cañas;Friday;19:30;P5;104.27;13.12;274.4;84.4;4;2;57
24606;José Domingo Cañas;Friday;19:45;P5;85.36;16.03;224.6;34.6;3;1;57
24607;José Domingo Cañas;Friday;20:00;P5;92.07;14.86;242.3;52.3;4;2;57
24608;José Domingo Cañas;Friday;20:15;P5;84.08;16.27;221.3;31.3;3;1;57
24609;José Domingo Cañas;Friday;20:30;P5;83.3;16.42;219.2;29.2;3;1;57
24610;José Domingo Cañas;Friday;20:45;P5;72.18;18.95;190;0;2;1;57
24611;José Domingo Cañas;Friday;21:00;P6;76.13;17.97;200.4;10.4;3;1;57
24612;José Domingo Cañas;Friday;21:15;P6;78.67;17.39;207;17;3;1;57
24613;José Domingo Cañas;Friday;21:30;P6;69.25;19.75;182.2;0;2;1;57
24614;José Domingo Cañas;Friday;21:45;P6;60.79;22.51;160;0;2;1;57
24615;José Domingo Cañas;Saturday;6:30;P8;48.75;28.06;128.3;0;2;0;57
24616;José Domingo Cañas;Saturday;6:45;P8;58.57;23.36;154.1;0;2;0;57
24617;José Domingo Cañas;Saturday;7:00;P8;59.82;22.87;157.4;0;2;0;57
24618;José Domingo Cañas;Saturday;7:15;P8;51.86;26.38;136.5;0;2;0;57
24619;José Domingo Cañas;Saturday;7:30;P8;53.35;25.64;140.4;0;2;0;57
24620;José Domingo Cañas;Saturday;7:45;P8;59.85;22.86;157.5;0;2;0;57
24621;José Domingo Cañas;Saturday;8:00;P8;55.56;24.62;146.2;0;2;0;57
24622;José Domingo Cañas;Saturday;8:15;P8;57.31;23.87;150.8;0;2;0;57
24623;José Domingo Cañas;Saturday;8:30;P8;50.72;26.97;133.5;0;2;0;57
24624;José Domingo Cañas;Saturday;8:45;P8;55.21;24.78;145.3;0;2;0;57
24625;José Domingo Cañas;Saturday;9:00;P7;48.31;28.32;127.1;0;2;0;57
24626;José Domingo Cañas;Saturday;9:15;P7;59.79;22.88;157.3;0;2;0;57
24627;José Domingo Cañas;Saturday;9:30;P7;60.19;22.73;158.4;0;2;0;57
24628;José Domingo Cañas;Saturday;9:45;P7;58.6;23.34;154.2;0;2;0;57
24629;José Domingo Cañas;Saturday;10:00;P7;60.46;22.63;159.1;0;2;0;57
24630;José Domingo Cañas;Saturday;10:15;P7;61.4;22.28;161.6;0;2;0;57
24631;José Domingo Cañas;Saturday;10:30;P7;72.69;18.82;191.3;1.3;3;0;57
24632;José Domingo Cañas;Saturday;10:45;P7;63.07;21.69;166;0;2;0;57
24633;José Domingo Cañas;Saturday;11:00;P7;62.53;21.88;164.6;0;2;0;57
24634;José Domingo Cañas;Saturday;11:15;P7;64.87;21.09;170.7;0;2;0;57
24635;José Domingo Cañas;Saturday;11:30;P7;68.14;20.08;179.3;0;2;0;57
24636;José Domingo Cañas;Saturday;11:45;P7;71.12;19.24;187.2;0;2;0;57
24637;José Domingo Cañas;Saturday;12:00;P7;81.15;16.86;213.6;23.6;3;0;57
24638;José Domingo Cañas;Saturday;12:15;P31;70.62;19.37;185.9;0;2;0;57
24639;José Domingo Cañas;Saturday;12:30;P31;65.31;20.95;171.9;0;2;0;57
24640;José Domingo Cañas;Saturday;12:45;P31;74.33;18.4;195.6;5.6;3;0;57
24641;José Domingo Cañas;Saturday;13:00;P31;70.88;19.3;186.5;0;2;0;57
24642;José Domingo Cañas;Saturday;13:15;P31;73.87;18.52;194.4;4.4;3;0;57
24643;José Domingo Cañas;Saturday;13:30;P31;75.07;18.22;197.6;7.6;3;0;57
24644;José Domingo Cañas;Saturday;13:45;P31;71.5;19.13;188.2;0;2;0;57
24645;José Domingo Cañas;Saturday;14:00;P31;72.94;18.76;191.9;1.9;3;0;57
24646;José Domingo Cañas;Saturday;14:15;P31;70.15;19.5;184.6;0;2;0;57
24647;José Domingo Cañas;Saturday;14:30;P31;59.12;23.14;155.6;0;2;0;57
24648;José Domingo Cañas;Saturday;14:45;P31;59.92;22.83;157.7;0;2;0;57
24649;José Domingo Cañas;Saturday;15:00;P31;62.65;21.84;164.9;0;2;0;57
24650;José Domingo Cañas;Saturday;15:15;P31;53.69;25.48;141.3;0;2;0;57
24651;José Domingo Cañas;Saturday;15:30;P31;55.29;24.74;145.5;0;2;0;57
24652;José Domingo Cañas;Saturday;15:45;P7;56.08;24.4;147.6;0;2;0;57
24653;José Domingo Cañas;Saturday;16:00;P7;51.67;26.48;136;0;2;0;57
24654;José Domingo Cañas;Saturday;16:15;P7;54.82;24.95;144.3;0;2;0;57
24655;José Domingo Cañas;Saturday;16:30;P7;54.12;25.27;142.4;0;2;0;57
24656;José Domingo Cañas;Saturday;16:45;P7;57.62;23.74;151.6;0;2;0;57
24657;José Domingo Cañas;Saturday;17:00;P7;51;26.82;134.2;0;2;0;57
24658;José Domingo Cañas;Saturday;17:15;P7;55.08;24.84;144.9;0;2;0;57
24659;José Domingo Cañas;Saturday;17:30;P6;56.37;24.27;148.4;0;2;0;57
24660;José Domingo Cañas;Saturday;17:45;P6;60.6;22.57;159.5;0;2;0;57
24661;José Domingo Cañas;Saturday;18:00;P6;57.31;23.87;150.8;0;2;0;57
24662;José Domingo Cañas;Saturday;18:15;P6;58.77;23.28;154.7;0;2;0;57
24663;José Domingo Cañas;Saturday;18:30;P6;58.29;23.47;153.4;0;2;0;57
24664;José Domingo Cañas;Saturday;18:45;P6;62.31;21.96;164;0;2;0;57
24665;José Domingo Cañas;Saturday;19:00;P6;63.84;21.43;168;0;2;0;57
24666;José Domingo Cañas;Saturday;19:15;P6;64.58;21.18;170;0;2;0;57
24667;José Domingo Cañas;Saturday;19:30;P6;63.47;21.55;167;0;2;0;57
24668;José Domingo Cañas;Saturday;19:45;P6;59;23.19;155.3;0;2;0;57
24669;José Domingo Cañas;Saturday;20:00;P6;57.41;23.83;151.1;0;2;0;57
24670;José Domingo Cañas;Saturday;20:15;P6;61.46;22.26;161.7;0;2;0;57
24671;José Domingo Cañas;Saturday;20:30;P6;64.76;21.12;170.4;0;2;0;57
24672;José Domingo Cañas;Saturday;20:45;P6;58.64;23.33;154.3;0;2;0;57
24673;José Domingo Cañas;Saturday;21:00;P6;55.87;24.49;147;0;2;0;57
24674;José Domingo Cañas;Saturday;21:15;P6;61.86;22.12;162.8;0;2;0;57
24675;José Domingo Cañas;Saturday;21:30;P6;60.6;22.57;159.5;0;2;0;57
24676;José Domingo Cañas;Saturday;21:45;P7;54.2;25.24;142.6;0;2;0;57
24677;José Domingo Cañas;Sunday;6:30;P8;61.87;22.11;162.8;0;2;0;57
24678;José Domingo Cañas;Sunday;6:45;P8;59.8;22.88;157.4;0;2;0;57
24679;José Domingo Cañas;Sunday;7:00;P8;66.37;20.61;174.7;0;2;0;57
24680;José Domingo Cañas;Sunday;7:15;P8;51.27;26.68;134.9;0;2;0;57
24681;José Domingo Cañas;Sunday;7:30;P8;49.13;27.84;129.3;0;2;0;57
24682;José Domingo Cañas;Sunday;7:45;P8;55.21;24.78;145.3;0;2;0;57
24683;José Domingo Cañas;Sunday;8:00;P8;60.4;22.65;158.9;0;2;0;57
24684;José Domingo Cañas;Sunday;8:15;P8;55.47;24.66;146;0;2;0;57
24685;José Domingo Cañas;Sunday;8:30;P8;58.93;23.21;155.1;0;2;0;57
24686;José Domingo Cañas;Sunday;8:45;P8;49.87;27.43;131.2;0;2;0;57
24687;José Domingo Cañas;Sunday;9:00;P8;54;25.33;142.1;0;2;0;57
24688;José Domingo Cañas;Sunday;9:15;P8;55.37;24.7;145.7;0;2;0;57
24689;José Domingo Cañas;Sunday;9:30;P8;54.38;25.15;143.1;0;2;0;57
24690;José Domingo Cañas;Sunday;9:45;P8;55.87;24.49;147;0;2;0;57
24691;José Domingo Cañas;Sunday;10:00;P7;57.81;23.66;152.1;0;2;0;57
24692;José Domingo Cañas;Sunday;10:15;P7;51.85;26.39;136.4;0;2;0;57
24693;José Domingo Cañas;Sunday;10:30;P7;52.38;26.12;137.8;0;2;0;57
24694;José Domingo Cañas;Sunday;10:45;P7;58.12;23.54;153;0;2;0;57
24695;José Domingo Cañas;Sunday;11:00;P7;49.69;27.53;130.8;0;2;0;57
24696;José Domingo Cañas;Sunday;11:15;P6;54.8;24.96;144.2;0;2;0;57
24697;José Domingo Cañas;Sunday;11:30;P6;50.76;26.95;133.6;0;2;0;57
24698;José Domingo Cañas;Sunday;11:45;P6;50.07;27.32;131.8;0;2;0;57
24699;José Domingo Cañas;Sunday;12:00;P6;59.21;23.1;155.8;0;2;0;57
24700;José Domingo Cañas;Sunday;12:15;P6;56.33;24.28;148.2;0;2;0;57
24701;José Domingo Cañas;Sunday;12:30;P6;49.44;27.67;130.1;0;2;0;57
24702;José Domingo Cañas;Sunday;12:45;P6;50.27;27.21;132.3;0;2;0;57
24703;José Domingo Cañas;Sunday;13:00;P6;49.93;27.4;131.4;0;2;0;57
24704;José Domingo Cañas;Sunday;13:15;P6;61.36;22.3;161.5;0;2;0;57
24705;José Domingo Cañas;Sunday;13:30;P6;64.06;21.35;168.6;0;2;0;57
24706;José Domingo Cañas;Sunday;13:45;P6;62.86;21.76;165.4;0;2;0;57
24707;José Domingo Cañas;Sunday;14:00;P6;62.13;22.02;163.5;0;2;0;57
24708;José Domingo Cañas;Sunday;14:15;P6;56.19;24.35;147.9;0;2;0;57
24709;José Domingo Cañas;Sunday;14:30;P7;57.31;23.87;150.8;0;2;0;57
24710;José Domingo Cañas;Sunday;14:45;P7;55.31;24.73;145.5;0;2;0;57
24711;José Domingo Cañas;Sunday;15:00;P7;49.59;27.59;130.5;0;2;0;57
24712;José Domingo Cañas;Sunday;15:15;P7;52.23;26.19;137.4;0;2;0;57
24713;José Domingo Cañas;Sunday;15:30;P7;54.89;24.92;144.4;0;2;0;57
24714;José Domingo Cañas;Sunday;15:45;P7;57.77;23.68;152;0;2;0;57
24715;José Domingo Cañas;Sunday;16:00;P7;57.47;23.81;151.2;0;2;0;57
24716;José Domingo Cañas;Sunday;16:15;P7;61.8;22.14;162.6;0;2;0;57
24717;José Domingo Cañas;Sunday;16:30;P7;66.47;20.58;174.9;0;2;0;57
24718;José Domingo Cañas;Sunday;16:45;P7;54.29;25.2;142.9;0;2;0;57
24719;José Domingo Cañas;Sunday;17:00;P7;55.62;24.59;146.4;0;2;0;57
24720;José Domingo Cañas;Sunday;17:15;P7;60.71;22.53;159.8;0;2;0;57
24721;José Domingo Cañas;Sunday;17:30;P6;53.59;25.53;141;0;2;0;57
24722;José Domingo Cañas;Sunday;17:45;P6;57.57;23.76;151.5;0;2;0;57
24723;José Domingo Cañas;Sunday;18:00;P6;57.87;23.64;152.3;0;2;0;57
24724;José Domingo Cañas;Sunday;18:15;P6;58.43;23.41;153.8;0;2;0;57
24725;José Domingo Cañas;Sunday;18:30;P6;58.17;23.52;153.1;0;2;0;57
24726;José Domingo Cañas;Sunday;18:45;P6;63.67;21.49;167.5;0;2;0;57
24727;José Domingo Cañas;Sunday;19:00;P6;57.41;23.83;151.1;0;2;0;57
24728;José Domingo Cañas;Sunday;19:15;P6;54.2;25.24;142.6;0;2;0;57
24729;José Domingo Cañas;Sunday;19:30;P6;65.46;20.9;172.3;0;2;0;57
24730;José Domingo Cañas;Sunday;19:45;P6;60.25;22.71;158.6;0;2;0;57
24731;José Domingo Cañas;Sunday;20:00;P6;61.94;22.09;163;0;2;0;57
24732;José Domingo Cañas;Sunday;20:15;P7;57.93;23.62;152.4;0;2;0;57
24733;José Domingo Cañas;Sunday;20:30;P7;56.57;24.18;148.9;0;2;0;57
24734;José Domingo Cañas;Sunday;20:45;P7;61.71;22.17;162.4;0;2;0;57
24735;José Domingo Cañas;Sunday;21:00;P7;63.23;21.64;166.4;0;2;0;57
24736;José Domingo Cañas;Sunday;21:15;P7;63.07;21.69;166;0;2;0;57
24737;José Domingo Cañas;Sunday;21:30;P7;61.06;22.4;160.7;0;2;0;57
24738;José Domingo Cañas;Sunday;21:45;P7;60.25;22.71;158.6;0;2;0;57
24739;José Domingo Cañas;Monday;6:30;P8;42.25;37.75;95.4;0;1;0;58
24740;José Domingo Cañas;Monday;6:45;P8;44.71;35.67;100.9;0;1;0;58
24741;José Domingo Cañas;Monday;7:00;P31;63.86;24.97;144.1;0;2;0;58
24742;José Domingo Cañas;Monday;7:15;P31;99.53;16.02;224.7;34.7;3;0;58
24743;José Domingo Cañas;Monday;7:30;P1;124.5;12.81;281;91;4;2;58
24744;José Domingo Cañas;Monday;7:45;P1;168.71;9.45;380.8;190.8;5;2;58
24745;José Domingo Cañas;Monday;8:00;P1;132.69;12.02;299.5;109.5;5;2;58
24746;José Domingo Cañas;Monday;8:15;P1;106.53;14.97;240.5;50.5;4;2;58
24747;José Domingo Cañas;Monday;8:30;P1;101;15.79;228;38;3;1;58
24748;José Domingo Cañas;Monday;8:45;P1;90.71;17.58;204.8;14.8;3;1;58
24749;José Domingo Cañas;Monday;9:00;P2;82.94;19.23;187.2;0;2;1;58
24750;José Domingo Cañas;Monday;9:15;P2;79.93;19.95;180.4;0;2;1;58
24751;José Domingo Cañas;Monday;9:30;P2;77.6;20.55;175.2;0;2;1;58
24752;José Domingo Cañas;Monday;9:45;P2;79.69;20.01;179.9;0;2;1;58
24753;José Domingo Cañas;Monday;10:00;P31;66.24;24.08;149.5;0;2;1;58
24754;José Domingo Cañas;Monday;10:15;P31;58.5;27.26;132.1;0;2;1;58
24755;José Domingo Cañas;Monday;10:30;P31;65.94;24.19;148.8;0;2;1;58
24756;José Domingo Cañas;Monday;10:45;P31;61.87;25.78;139.7;0;2;1;58
24757;José Domingo Cañas;Monday;11:00;P31;55.5;28.74;125.3;0;2;1;58
24758;José Domingo Cañas;Monday;11:15;P31;55.29;28.84;124.8;0;2;1;58
24759;José Domingo Cañas;Monday;11:30;P31;62.46;25.53;141;0;2;1;58
24760;José Domingo Cañas;Monday;11:45;P31;57.59;27.69;130;0;2;1;58
24761;José Domingo Cañas;Monday;12:00;P31;57;27.98;128.7;0;2;1;58
24762;José Domingo Cañas;Monday;12:15;P31;60.94;26.17;137.6;0;2;1;58
24763;José Domingo Cañas;Monday;12:30;P31;59.27;26.91;133.8;0;2;1;58
24764;José Domingo Cañas;Monday;12:45;P31;56.5;28.23;127.5;0;2;1;58
24765;José Domingo Cañas;Monday;13:00;P31;60.14;26.52;135.8;0;2;1;58
24766;José Domingo Cañas;Monday;13:15;P31;60.6;26.32;136.8;0;2;1;58
24767;José Domingo Cañas;Monday;13:30;P31;58.87;27.09;132.9;0;2;1;58
24768;José Domingo Cañas;Monday;13:45;P31;61.13;26.09;138;0;2;1;58
24769;José Domingo Cañas;Monday;14:00;P31;61.13;26.09;138;0;2;1;58
24770;José Domingo Cañas;Monday;14:15;P31;57.13;27.91;129;0;2;1;58
24771;José Domingo Cañas;Monday;14:30;P31;57.57;27.7;130;0;2;1;58
24772;José Domingo Cañas;Monday;14:45;P31;59.47;26.82;134.2;0;2;1;58
24773;José Domingo Cañas;Monday;15:00;P31;55.79;28.59;125.9;0;2;1;58
24774;José Domingo Cañas;Monday;15:15;P31;66.5;23.98;150.1;0;2;1;58
24775;José Domingo Cañas;Monday;15:30;P31;57.53;27.72;129.9;0;2;1;58
24776;José Domingo Cañas;Monday;15:45;P31;53.33;29.9;120.4;0;2;1;58
24777;José Domingo Cañas;Monday;16:00;P31;50.54;31.56;114.1;0;2;1;58
24778;José Domingo Cañas;Monday;16:15;P31;50.33;31.68;113.6;0;2;1;58
24779;José Domingo Cañas;Monday;16:30;P31;46.92;33.99;105.9;0;1;1;58
24780;José Domingo Cañas;Monday;16:45;P31;52.73;30.24;119;0;2;1;58
24781;José Domingo Cañas;Monday;17:00;P4;53.43;29.85;120.6;0;2;1;58
24782;José Domingo Cañas;Monday;17:15;P4;55.94;28.51;126.3;0;2;1;58
24783;José Domingo Cañas;Monday;17:30;P4;56.87;28.04;128.4;0;2;1;58
24784;José Domingo Cañas;Monday;17:45;P4;55;29;124.2;0;2;1;58
24785;José Domingo Cañas;Monday;18:00;P4;60.64;26.3;136.9;0;2;1;58
24786;José Domingo Cañas;Monday;18:15;P4;67.58;23.6;152.6;0;2;1;58
24787;José Domingo Cañas;Monday;18:30;P4;67.09;23.77;151.4;0;2;1;58
24788;José Domingo Cañas;Monday;18:45;P4;68.62;23.24;154.9;0;2;1;58
24789;José Domingo Cañas;Monday;19:00;P5;73.42;21.72;165.7;0;2;1;58
24790;José Domingo Cañas;Monday;19:15;P5;68.75;23.2;155.2;0;2;1;58
24791;José Domingo Cañas;Monday;19:30;P5;69.67;22.89;157.3;0;2;1;58
24792;José Domingo Cañas;Monday;19:45;P5;62.27;25.61;140.6;0;2;1;58
24793;José Domingo Cañas;Monday;20:00;P5;60.15;26.51;135.8;0;2;1;58
24794;José Domingo Cañas;Monday;20:15;P5;57.5;27.74;129.8;0;2;1;58
24795;José Domingo Cañas;Monday;20:30;P5;55.09;28.95;124.4;0;2;1;58
24796;José Domingo Cañas;Monday;20:45;P5;59.92;26.62;135.3;0;2;1;58
24797;José Domingo Cañas;Monday;21:00;P6;62.73;25.42;141.6;0;2;1;58
24798;José Domingo Cañas;Monday;21:15;P6;60.5;26.36;136.6;0;2;1;58
24799;José Domingo Cañas;Monday;21:30;P6;56.23;28.36;126.9;0;2;1;58
24800;José Domingo Cañas;Monday;21:45;P6;59.87;26.64;135.1;0;2;1;58
24801;José Domingo Cañas;Tuesday;6:30;P8;49;32.55;110.6;0;1;0;58
24802;José Domingo Cañas;Tuesday;6:45;P8;51.2;31.15;115.6;0;2;0;58
24803;José Domingo Cañas;Tuesday;7:00;P31;60.47;26.37;136.5;0;2;0;58
24804;José Domingo Cañas;Tuesday;7:15;P31;100.47;15.87;226.8;36.8;3;0;58
24805;José Domingo Cañas;Tuesday;7:30;P1;121.94;13.08;275.3;85.3;4;2;58
24806;José Domingo Cañas;Tuesday;7:45;P1;136.27;11.7;307.6;117.6;5;2;58
24807;José Domingo Cañas;Tuesday;8:00;P1;119.69;13.32;270.2;80.2;4;2;58
24808;José Domingo Cañas;Tuesday;8:15;P1;100.46;15.87;226.8;36.8;3;1;58
24809;José Domingo Cañas;Tuesday;8:30;P1;90.87;17.55;205.1;15.1;3;1;58
24810;José Domingo Cañas;Tuesday;8:45;P1;84.13;18.96;189.9;0;2;1;58
24811;José Domingo Cañas;Tuesday;9:00;P2;85.67;18.62;193.4;3.4;3;1;58
24812;José Domingo Cañas;Tuesday;9:15;P2;103.5;15.41;233.6;43.6;3;1;58
24813;José Domingo Cañas;Tuesday;9:30;P2;92.07;17.32;207.8;17.8;3;1;58
24814;José Domingo Cañas;Tuesday;9:45;P2;94.43;16.89;213.2;23.2;3;1;58
24815;José Domingo Cañas;Tuesday;10:00;P31;78.59;20.29;177.4;0;2;1;58
24816;José Domingo Cañas;Tuesday;10:15;P31;56.46;28.25;127.5;0;2;1;58
24817;José Domingo Cañas;Tuesday;10:30;P31;54.8;29.1;123.7;0;2;1;58
24818;José Domingo Cañas;Tuesday;10:45;P31;58.31;27.35;131.6;0;2;1;58
24819;José Domingo Cañas;Tuesday;11:00;P31;60.53;26.35;136.6;0;2;1;58
24820;José Domingo Cañas;Tuesday;11:15;P31;60;26.58;135.4;0;2;1;58
24821;José Domingo Cañas;Tuesday;11:30;P31;55.84;28.56;126.1;0;2;1;58
24822;José Domingo Cañas;Tuesday;11:45;P31;60.14;26.52;135.8;0;2;1;58
24823;José Domingo Cañas;Tuesday;12:00;P31;61.14;26.08;138;0;2;1;58
24824;José Domingo Cañas;Tuesday;12:15;P31;65.13;24.49;147;0;2;1;58
24825;José Domingo Cañas;Tuesday;12:30;P31;60.93;26.17;137.5;0;2;1;58
24826;José Domingo Cañas;Tuesday;12:45;P31;63.12;25.26;142.5;0;2;1;58
24827;José Domingo Cañas;Tuesday;13:00;P31;62.54;25.5;141.2;0;2;1;58
24828;José Domingo Cañas;Tuesday;13:15;P31;59.2;26.94;133.6;0;2;1;58
24829;José Domingo Cañas;Tuesday;13:30;P31;57.28;27.84;129.3;0;2;1;58
24830;José Domingo Cañas;Tuesday;13:45;P31;61.75;25.83;139.4;0;2;1;58
24831;José Domingo Cañas;Tuesday;14:00;P31;60.33;26.43;136.2;0;2;1;58
24832;José Domingo Cañas;Tuesday;14:15;P31;58.65;27.19;132.4;0;2;1;58
24833;José Domingo Cañas;Tuesday;14:30;P31;58.13;27.43;131.2;0;2;1;58
24834;José Domingo Cañas;Tuesday;14:45;P31;58.87;27.09;132.9;0;2;1;58
24835;José Domingo Cañas;Tuesday;15:00;P31;58.81;27.12;132.8;0;2;1;58
24836;José Domingo Cañas;Tuesday;15:15;P31;61.25;26.04;138.3;0;2;1;58
