main_street;id_arco;sense;from_intersection;to_intersection;Interseccion;day_name;hora;Nivel
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;6:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;7:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;7:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;7:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;7:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;8:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;8:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;8:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;8:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;9:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;9:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;9:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;9:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;10:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;10:15;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;10:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;10:45;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;11:00;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;11:15;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;11:30;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;11:45;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;12:00;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;12:15;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;12:30;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;12:45;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;13:00;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;13:15;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;13:30;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;13:45;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;14:00;5
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;14:15;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;14:30;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;14:45;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;15:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;15:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;15:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;15:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;16:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;16:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;16:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;16:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;17:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;17:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;17:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;17:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;18:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;18:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;18:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;18:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;19:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;19:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;19:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;19:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;20:00;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;20:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;20:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;20:45;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;21:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;21:15;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;21:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Saturday;21:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;6:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;6:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;7:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;7:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;7:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;7:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;8:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;8:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;8:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;8:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;9:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;9:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;9:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;9:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;10:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;10:15;4
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;10:30;3
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;10:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;11:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;11:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;11:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;11:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;12:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;12:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;12:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;12:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;13:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;13:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;13:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;13:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;14:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;14:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;14:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;14:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;15:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;15:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;15:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;15:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;16:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;16:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;16:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;16:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;17:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;17:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;17:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;17:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;18:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;18:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;18:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;18:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;19:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;19:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;19:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;19:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;20:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;20:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;20:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;20:45;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;21:00;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;21:15;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;21:30;2
Avenida Pedro de Valdivia;52;SN;José Domingo Cañas;Dublé Almeyda;7;Sunday;21:45;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;6:30;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;6:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;7:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;7:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;7:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;7:45;6
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;8:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;8:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;8:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;8:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;9:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;9:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;9:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;9:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;10:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;10:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;10:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;10:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;11:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;11:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;11:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;11:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;12:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;12:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;12:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;12:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;13:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;13:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;13:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;13:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;14:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;14:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;14:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;14:45;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;15:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;15:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;15:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;15:45;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;16:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;16:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;16:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;16:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;17:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;17:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;17:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;17:45;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;18:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;18:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;18:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;18:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;19:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;19:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;19:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;19:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;20:00;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;20:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;20:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;20:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;21:00;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;21:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;21:30;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Monday;21:45;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;6:30;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;6:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;7:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;7:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;7:30;6
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;7:45;6
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;8:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;8:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;8:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;8:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;9:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;9:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;9:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;9:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;10:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;10:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;10:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;10:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;11:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;11:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;11:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;11:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;12:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;12:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;12:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;12:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;13:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;13:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;13:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;13:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;14:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;14:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;14:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;14:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;15:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;15:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;15:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;15:45;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;16:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;16:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;16:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;16:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;17:00;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;17:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;17:30;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;17:45;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;18:00;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;18:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;18:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;18:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;19:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;19:15;4
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;19:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;19:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;20:00;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;20:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;20:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;20:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;21:00;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;21:15;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;21:30;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Tuesday;21:45;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;6:30;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;6:45;2
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;7:00;3
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;7:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;7:30;6
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;7:45;6
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;8:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;8:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;8:30;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;8:45;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;9:00;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;9:15;5
Avenida Pedro de Valdivia;53;SN;Dublé Almeyda;Av. Irarrázaval;2;Wednesday;9:30;5
